journal	year	corpus	n_matches	n_articles
Transactions of the American Philological Association (1974-2014)	2008	bekker	84	9
Transactions of the American Philological Association (1974-2014)	2008	homer	73	9
Transactions of the American Philological Association (1974-2014)	2008	pindar	1	1
Transactions of the American Philological Association (1974-2014)	2008	stephanus	21	6
Transactions of the American Philological Association (1974-2014)	2009	ambiguous	37	13
Transactions of the American Philological Association (1974-2014)	2009	bekker	80	11
Transactions of the American Philological Association (1974-2014)	2009	homer	28	6
Transactions of the American Philological Association (1974-2014)	2009	pindar	5	4
Transactions of the American Philological Association (1974-2014)	2009	stephanus	49	9
Transactions of the American Philological Association (1974-2014)	2010	ambiguous	80	10
Transactions of the American Philological Association (1974-2014)	2010	bekker	119	10
Transactions of the American Philological Association (1974-2014)	2010	homer	120	8
Transactions of the American Philological Association (1974-2014)	2010	nt	1	1
Transactions of the American Philological Association (1974-2014)	2010	pindar	25	5
Transactions of the American Philological Association (1974-2014)	2010	stephanus	57	5
Transactions of the American Philological Association (1974-2014)	2011	ambiguous	34	7
Transactions of the American Philological Association (1974-2014)	2011	bekker	47	7
Transactions of the American Philological Association (1974-2014)	2011	homer	48	6
Transactions of the American Philological Association (1974-2014)	2011	pindar	1	1
Transactions of the American Philological Association (1974-2014)	2011	stephanus	15	6
Transactions of the American Philological Association (1974-2014)	2012	ambiguous	69	12
Transactions of the American Philological Association (1974-2014)	2012	bekker	114	11
Transactions of the American Philological Association (1974-2014)	2012	homer	99	7
Transactions of the American Philological Association (1974-2014)	2012	pindar	4	3
Transactions of the American Philological Association (1974-2014)	2012	stephanus	40	10
Transactions of the American Philological Association (1974-2014)	2013	ambiguous	28	9
Transactions of the American Philological Association (1974-2014)	2013	bekker	65	9
Transactions of the American Philological Association (1974-2014)	2013	homer	38	8
Transactions of the American Philological Association (1974-2014)	2013	pindar	31	3
Transactions of the American Philological Association (1974-2014)	2013	stephanus	32	9
Transactions of the American Philological Association (1974-2014)	2014	ambiguous	91	8
Transactions of the American Philological Association (1974-2014)	2014	bekker	116	10
Transactions of the American Philological Association (1974-2014)	2014	homer	6	3
Transactions of the American Philological Association (1974-2014)	2014	pindar	13	3
Transactions of the American Philological Association (1974-2014)	2014	stephanus	34	8
Vigiliae Christianae	1947	ambiguous	19	7
Vigiliae Christianae	1947	nt	1	1
Vigiliae Christianae	1947	stephanus	3	3
Vigiliae Christianae	1948	ambiguous	15	10
Vigiliae Christianae	1948	bekker	1	1
Vigiliae Christianae	1948	nt	5	1
Vigiliae Christianae	1948	stephanus	3	3
Vigiliae Christianae	1949	ambiguous	25	7
Vigiliae Christianae	1949	homer	1	1
Vigiliae Christianae	1949	stephanus	10	5
Vigiliae Christianae	1950	ambiguous	5	3
Vigiliae Christianae	1950	bekker	2	1
Vigiliae Christianae	1950	stephanus	5	3
Vigiliae Christianae	1951	ambiguous	46	7
Vigiliae Christianae	1951	bekker	7	5
Vigiliae Christianae	1951	stephanus	51	6
Vigiliae Christianae	1952	ambiguous	13	6
Vigiliae Christianae	1952	stephanus	4	3
Vigiliae Christianae	1953	ambiguous	26	9
Vigiliae Christianae	1953	bekker	3	2
Vigiliae Christianae	1953	stephanus	6	5
Vigiliae Christianae	1954	ambiguous	11	6
Vigiliae Christianae	1954	bekker	2	2
Vigiliae Christianae	1954	stephanus	11	4
Vigiliae Christianae	1955	ambiguous	85	6
Vigiliae Christianae	1955	bekker	3	3
Vigiliae Christianae	1955	homer	1	1
Vigiliae Christianae	1955	stephanus	14	3
Vigiliae Christianae	1956	ambiguous	16	8
Vigiliae Christianae	1956	bekker	13	1
Vigiliae Christianae	1956	nt	2	2
Vigiliae Christianae	1956	stephanus	6	3
Vigiliae Christianae	1957	ambiguous	63	16
Vigiliae Christianae	1957	stephanus	16	4
Vigiliae Christianae	1958	ambiguous	24	7
Vigiliae Christianae	1958	homer	3	2
Vigiliae Christianae	1958	stephanus	7	6
Vigiliae Christianae	1959	ambiguous	9	7
Vigiliae Christianae	1959	bekker	3	2
Vigiliae Christianae	1959	nt	1	1
Vigiliae Christianae	1959	stephanus	6	4
Vigiliae Christianae	1960	ambiguous	46	9
Vigiliae Christianae	1960	bekker	6	2
Vigiliae Christianae	1960	nt	4	1
Vigiliae Christianae	1960	stephanus	28	6
Vigiliae Christianae	1961	ambiguous	25	8
Vigiliae Christianae	1961	nt	6	1
Vigiliae Christianae	1961	stephanus	5	4
Vigiliae Christianae	1962	ambiguous	28	10
Vigiliae Christianae	1962	bekker	5	2
Vigiliae Christianae	1962	nt	3	1
Vigiliae Christianae	1962	stephanus	24	7
Vigiliae Christianae	1963	ambiguous	12	7
Vigiliae Christianae	1963	bekker	4	2
Vigiliae Christianae	1963	homer	1	1
Vigiliae Christianae	1963	stephanus	15	5
Vigiliae Christianae	1964	ambiguous	20	4
Vigiliae Christianae	1964	bekker	7	3
Vigiliae Christianae	1964	homer	1	1
Vigiliae Christianae	1964	nt	1	1
Vigiliae Christianae	1964	stephanus	16	4
Vigiliae Christianae	1965	ambiguous	19	6
Vigiliae Christianae	1965	stephanus	17	7
Vigiliae Christianae	1966	ambiguous	20	7
Vigiliae Christianae	1966	bekker	2	1
Vigiliae Christianae	1966	homer	1	1
Vigiliae Christianae	1966	nt	7	2
Vigiliae Christianae	1966	stephanus	10	4
Vigiliae Christianae	1967	ambiguous	20	10
Vigiliae Christianae	1967	nt	1	1
Vigiliae Christianae	1967	stephanus	10	7
Vigiliae Christianae	1968	ambiguous	119	12
Vigiliae Christianae	1968	bekker	13	6
Vigiliae Christianae	1968	nt	1	1
Vigiliae Christianae	1968	stephanus	75	8
Vigiliae Christianae	1969	ambiguous	35	6
Vigiliae Christianae	1969	bekker	1	1
Vigiliae Christianae	1969	nt	4	1
Vigiliae Christianae	1969	stephanus	15	5
Vigiliae Christianae	1970	ambiguous	197	10
Vigiliae Christianae	1970	bekker	2	2
Vigiliae Christianae	1970	homer	3	1
Vigiliae Christianae	1970	nt	1	1
Vigiliae Christianae	1970	stephanus	21	5
Vigiliae Christianae	1971	ambiguous	49	17
Vigiliae Christianae	1971	homer	2	2
Vigiliae Christianae	1971	stephanus	14	7
Vigiliae Christianae	1972	ambiguous	46	14
Vigiliae Christianae	1972	bekker	1	1
Vigiliae Christianae	1972	stephanus	33	10
Vigiliae Christianae	1973	ambiguous	43	7
Vigiliae Christianae	1973	homer	3	2
Vigiliae Christianae	1973	nt	4	1
Vigiliae Christianae	1973	stephanus	17	7
Vigiliae Christianae	1974	ambiguous	40	13
Vigiliae Christianae	1974	bekker	3	2
Vigiliae Christianae	1974	homer	2	2
Vigiliae Christianae	1974	stephanus	11	6
Vigiliae Christianae	1975	ambiguous	105	17
Vigiliae Christianae	1975	bekker	18	6
Vigiliae Christianae	1975	homer	16	1
Vigiliae Christianae	1975	stephanus	86	8
Vigiliae Christianae	1976	ambiguous	92	16
Vigiliae Christianae	1976	bekker	20	7
Vigiliae Christianae	1976	homer	1	1
Vigiliae Christianae	1976	stephanus	57	9
Vigiliae Christianae	1977	ambiguous	56	15
Vigiliae Christianae	1977	bekker	6	2
Vigiliae Christianae	1977	homer	1	1
Vigiliae Christianae	1977	stephanus	30	8
Vigiliae Christianae	1978	ambiguous	60	7
Vigiliae Christianae	1978	bekker	2	1
Vigiliae Christianae	1978	homer	1	1
Vigiliae Christianae	1978	stephanus	10	4
Vigiliae Christianae	1979	ambiguous	52	23
Vigiliae Christianae	1979	bekker	3	1
Vigiliae Christianae	1979	homer	11	2
Vigiliae Christianae	1979	nt	11	1
Vigiliae Christianae	1979	stephanus	19	11
Vigiliae Christianae	1980	ambiguous	150	21
Vigiliae Christianae	1980	bekker	17	7
Vigiliae Christianae	1980	homer	4	3
Vigiliae Christianae	1980	nt	14	3
Vigiliae Christianae	1980	stephanus	117	9
Vigiliae Christianae	1981	ambiguous	90	15
Vigiliae Christianae	1981	bekker	5	4
Vigiliae Christianae	1981	homer	1	1
Vigiliae Christianae	1981	nt	6	2
Vigiliae Christianae	1981	stephanus	56	14
Vigiliae Christianae	1982	ambiguous	46	15
Vigiliae Christianae	1982	bekker	15	3
Vigiliae Christianae	1982	homer	2	2
Vigiliae Christianae	1982	nt	23	8
Vigiliae Christianae	1982	stephanus	18	11
Vigiliae Christianae	1983	ambiguous	94	13
Vigiliae Christianae	1983	bekker	17	3
Vigiliae Christianae	1983	nt	20	5
Vigiliae Christianae	1983	stephanus	67	10
Vigiliae Christianae	1984	ambiguous	57	8
Vigiliae Christianae	1984	bekker	4	2
Vigiliae Christianae	1984	homer	1	1
Vigiliae Christianae	1984	nt	73	5
Vigiliae Christianae	1984	stephanus	19	6
Vigiliae Christianae	1985	ambiguous	74	13
Vigiliae Christianae	1985	bekker	8	2
Vigiliae Christianae	1985	homer	7	2
Vigiliae Christianae	1985	nt	3	1
Vigiliae Christianae	1985	stephanus	53	10
Vigiliae Christianae	1986	ambiguous	223	17
Vigiliae Christianae	1986	bekker	13	4
Vigiliae Christianae	1986	homer	5	3
Vigiliae Christianae	1986	nt	47	7
Vigiliae Christianae	1986	stephanus	145	15
Vigiliae Christianae	1987	ambiguous	131	13
Vigiliae Christianae	1987	homer	14	3
Vigiliae Christianae	1987	nt	51	5
Vigiliae Christianae	1987	stephanus	84	9
Vigiliae Christianae	1988	ambiguous	59	19
Vigiliae Christianae	1988	bekker	6	4
Vigiliae Christianae	1988	nt	67	5
Vigiliae Christianae	1988	stephanus	58	13
Vigiliae Christianae	1989	ambiguous	59	16
Vigiliae Christianae	1989	bekker	9	5
Vigiliae Christianae	1989	nt	20	4
Vigiliae Christianae	1989	stephanus	16	7
Vigiliae Christianae	1990	ambiguous	97	21
Vigiliae Christianae	1990	bekker	19	5
Vigiliae Christianae	1990	homer	3	3
Vigiliae Christianae	1990	nt	9	2
Vigiliae Christianae	1990	stephanus	51	10
Vigiliae Christianae	1991	ambiguous	58	30
Vigiliae Christianae	1991	bekker	1	1
Vigiliae Christianae	1991	homer	1	1
Vigiliae Christianae	1991	nt	20	4
Vigiliae Christianae	1991	stephanus	8	4
Vigiliae Christianae	1992	ambiguous	145	28
Vigiliae Christianae	1992	bekker	34	6
Vigiliae Christianae	1992	nt	14	6
Vigiliae Christianae	1992	pindar	2	1
Vigiliae Christianae	1992	stephanus	56	15
Vigiliae Christianae	1993	ambiguous	35	16
Vigiliae Christianae	1993	bekker	6	3
Vigiliae Christianae	1993	nt	39	3
Vigiliae Christianae	1993	stephanus	13	6
Vigiliae Christianae	1994	ambiguous	35	9
Vigiliae Christianae	1994	bekker	13	3
Vigiliae Christianae	1994	homer	5	3
Vigiliae Christianae	1994	nt	19	2
Vigiliae Christianae	1994	stephanus	33	13
Vigiliae Christianae	1995	ambiguous	52	15
Vigiliae Christianae	1995	bekker	1	1
Vigiliae Christianae	1995	nt	12	1
Vigiliae Christianae	1995	stephanus	44	14
Vigiliae Christianae	1996	ambiguous	109	17
Vigiliae Christianae	1996	bekker	16	4
Vigiliae Christianae	1996	homer	1	1
Vigiliae Christianae	1996	nt	15	4
Vigiliae Christianae	1996	stephanus	51	8
Vigiliae Christianae	1997	ambiguous	69	20
Vigiliae Christianae	1997	bekker	1	1
Vigiliae Christianae	1997	homer	1	1
Vigiliae Christianae	1997	nt	18	6
Vigiliae Christianae	1997	stephanus	21	8
Vigiliae Christianae	1998	ambiguous	122	13
Vigiliae Christianae	1998	bekker	9	3
Vigiliae Christianae	1998	nt	85	8
Vigiliae Christianae	1998	stephanus	32	7
Vigiliae Christianae	1999	ambiguous	44	13
Vigiliae Christianae	1999	bekker	6	2
Vigiliae Christianae	1999	homer	1	1
Vigiliae Christianae	1999	nt	98	5
Vigiliae Christianae	1999	stephanus	7	5
Vigiliae Christianae	2000	ambiguous	77	18
Vigiliae Christianae	2000	bekker	25	5
Vigiliae Christianae	2000	homer	2	2
Vigiliae Christianae	2000	nt	28	4
Vigiliae Christianae	2000	stephanus	29	8
Vigiliae Christianae	2001	ambiguous	31	12
Vigiliae Christianae	2001	bekker	19	2
Vigiliae Christianae	2001	homer	12	1
Vigiliae Christianae	2001	nt	18	5
Vigiliae Christianae	2001	stephanus	13	6
Vigiliae Christianae	2002	ambiguous	212	10
Vigiliae Christianae	2002	bekker	16	4
Vigiliae Christianae	2002	homer	4	1
Vigiliae Christianae	2002	nt	4	3
Vigiliae Christianae	2002	stephanus	62	11
Vigiliae Christianae	2003	ambiguous	100	13
Vigiliae Christianae	2003	bekker	4	1
Vigiliae Christianae	2003	homer	2	2
Vigiliae Christianae	2003	nt	12	5
Vigiliae Christianae	2003	stephanus	15	8
Vigiliae Christianae	2004	ambiguous	53	17
Vigiliae Christianae	2004	bekker	10	2
Vigiliae Christianae	2004	homer	3	2
Vigiliae Christianae	2004	nt	258	4
Vigiliae Christianae	2004	stephanus	21	11
Vigiliae Christianae	2005	ambiguous	49	9
Vigiliae Christianae	2005	bekker	12	6
Vigiliae Christianae	2005	homer	2	2
Vigiliae Christianae	2005	nt	47	6
Vigiliae Christianae	2005	stephanus	25	13
Vigiliae Christianae	2006	ambiguous	180	15
Vigiliae Christianae	2006	bekker	12	3
Vigiliae Christianae	2006	nt	9	5
Vigiliae Christianae	2006	stephanus	114	11
Vigiliae Christianae	2007	ambiguous	84	12
Vigiliae Christianae	2007	bekker	12	2
Vigiliae Christianae	2007	homer	2	1
Vigiliae Christianae	2007	nt	108	9
Vigiliae Christianae	2007	stephanus	38	8
Vigiliae Christianae	2008	ambiguous	226	12
Vigiliae Christianae	2008	bekker	17	4
Vigiliae Christianae	2008	nt	9	4
Vigiliae Christianae	2008	stephanus	85	9
Vigiliae Christianae	2009	ambiguous	53	10
Vigiliae Christianae	2009	bekker	3	1
Vigiliae Christianae	2009	homer	1	1
Vigiliae Christianae	2009	nt	66	9
Vigiliae Christianae	2009	stephanus	33	9
Vigiliae Christianae	2010	ambiguous	116	18
Vigiliae Christianae	2010	bekker	13	3
Vigiliae Christianae	2010	homer	1	1
Vigiliae Christianae	2010	nt	17	5
Vigiliae Christianae	2010	stephanus	62	12
Vigiliae Christianae	2011	ambiguous	90	18
Vigiliae Christianae	2011	bekker	58	4
Vigiliae Christianae	2011	homer	4	2
Vigiliae Christianae	2011	nt	54	10
Vigiliae Christianae	2011	stephanus	39	10
Vigiliae Christianae	2012	ambiguous	65	13
Vigiliae Christianae	2012	homer	1	1
Vigiliae Christianae	2012	nt	133	12
Vigiliae Christianae	2012	stephanus	56	9
Vigiliae Christianae	2013	ambiguous	125	14
Vigiliae Christianae	2013	bekker	5	2
Vigiliae Christianae	2013	nt	72	7
Vigiliae Christianae	2013	stephanus	102	9
Vigiliae Christianae	2014	ambiguous	71	14
Vigiliae Christianae	2014	bekker	7	5
Vigiliae Christianae	2014	homer	4	2
Vigiliae Christianae	2014	nt	37	9
Vigiliae Christianae	2014	stephanus	26	11
Vigiliae Christianae	2015	ambiguous	81	16
Vigiliae Christianae	2015	bekker	4	4
Vigiliae Christianae	2015	homer	1	1
Vigiliae Christianae	2015	nt	32	10
Vigiliae Christianae	2015	stephanus	39	9
Vigiliae Christianae	2016	ambiguous	57	15
Vigiliae Christianae	2016	bekker	18	3
Vigiliae Christianae	2016	homer	4	3
Vigiliae Christianae	2016	nt	10	4
Vigiliae Christianae	2016	stephanus	56	13
Vigiliae Christianae	2017	ambiguous	60	15
Vigiliae Christianae	2017	bekker	6	3
Vigiliae Christianae	2017	nt	92	12
Vigiliae Christianae	2017	stephanus	18	5
Vigiliae Christianae	2018	ambiguous	69	11
Vigiliae Christianae	2018	bekker	23	3
Vigiliae Christianae	2018	nt	141	9
Vigiliae Christianae	2018	pindar	1	1
Vigiliae Christianae	2018	stephanus	20	9
Vigiliae Christianae	2019	ambiguous	142	17
Vigiliae Christianae	2019	bekker	13	6
Vigiliae Christianae	2019	homer	8	3
Vigiliae Christianae	2019	nt	33	9
Vigiliae Christianae	2019	stephanus	62	7
Vigiliae Christianae	2020	ambiguous	82	13
Vigiliae Christianae	2020	bekker	17	5
Vigiliae Christianae	2020	homer	10	5
Vigiliae Christianae	2020	nt	56	10
Vigiliae Christianae	2020	stephanus	41	13
Vigiliae Christianae	2021	ambiguous	53	13
Vigiliae Christianae	2021	bekker	30	6
Vigiliae Christianae	2021	homer	1	1
Vigiliae Christianae	2021	nt	72	13
Vigiliae Christianae	2021	stephanus	17	8
Vigiliae Christianae	2022	ambiguous	99	11
Vigiliae Christianae	2022	bekker	12	3
Vigiliae Christianae	2022	homer	7	2
Vigiliae Christianae	2022	nt	104	10
Vigiliae Christianae	2022	stephanus	60	12
Zeitschrift für Theologie und Kirche	1891	ambiguous	1	1
Zeitschrift für Theologie und Kirche	1892	ambiguous	1	1
Zeitschrift für Theologie und Kirche	1897	ambiguous	1	1
Zeitschrift für Theologie und Kirche	1898	stephanus	1	1
Zeitschrift für Theologie und Kirche	1899	ambiguous	1	1
Zeitschrift für Theologie und Kirche	1901	bekker	1	1
Zeitschrift für Theologie und Kirche	1902	ambiguous	1	1
Zeitschrift für Theologie und Kirche	1909	ambiguous	1	1
Zeitschrift für Theologie und Kirche	1912	stephanus	1	1
Zeitschrift für Theologie und Kirche	1917	ambiguous	1	1
Zeitschrift für Theologie und Kirche	1925	ambiguous	1	1
Zeitschrift für Theologie und Kirche	1927	ambiguous	1	1
Zeitschrift für Theologie und Kirche	1928	ambiguous	1	1
Zeitschrift für Theologie und Kirche	1930	ambiguous	1	1
Zeitschrift für Theologie und Kirche	1930	stephanus	1	1
Zeitschrift für Theologie und Kirche	1931	stephanus	2	2
Zeitschrift für Theologie und Kirche	1932	stephanus	5	4
Zeitschrift für Theologie und Kirche	1933	stephanus	5	4
Zeitschrift für Theologie und Kirche	1934	stephanus	3	3
Zeitschrift für Theologie und Kirche	1935	stephanus	5	5
Zeitschrift für Theologie und Kirche	1936	stephanus	5	4
Zeitschrift für Theologie und Kirche	1937	stephanus	4	3
Zeitschrift für Theologie und Kirche	1938	ambiguous	1	1
Zeitschrift für Theologie und Kirche	1938	stephanus	3	3
Zeitschrift für Theologie und Kirche	1951	ambiguous	16	2
Zeitschrift für Theologie und Kirche	1952	ambiguous	16	1
Zeitschrift für Theologie und Kirche	1953	ambiguous	4	2
Zeitschrift für Theologie und Kirche	1954	ambiguous	4	3
Zeitschrift für Theologie und Kirche	1954	stephanus	1	1
Zeitschrift für Theologie und Kirche	1955	ambiguous	25	4
Zeitschrift für Theologie und Kirche	1955	stephanus	4	2
Zeitschrift für Theologie und Kirche	1956	ambiguous	18	5
Zeitschrift für Theologie und Kirche	1956	bekker	4	1
Zeitschrift für Theologie und Kirche	1957	ambiguous	17	3
Zeitschrift für Theologie und Kirche	1957	bekker	2	2
Zeitschrift für Theologie und Kirche	1957	homer	1	1
Zeitschrift für Theologie und Kirche	1957	stephanus	10	3
Zeitschrift für Theologie und Kirche	1958	ambiguous	3	1
Zeitschrift für Theologie und Kirche	1959	ambiguous	53	5
Zeitschrift für Theologie und Kirche	1959	stephanus	5	1
Zeitschrift für Theologie und Kirche	1960	ambiguous	13	6
Zeitschrift für Theologie und Kirche	1960	stephanus	1	1
Zeitschrift für Theologie und Kirche	1961	ambiguous	47	7
Zeitschrift für Theologie und Kirche	1961	stephanus	2	2
Zeitschrift für Theologie und Kirche	1962	ambiguous	15	6
Zeitschrift für Theologie und Kirche	1962	bekker	1	1
Zeitschrift für Theologie und Kirche	1963	ambiguous	65	7
Zeitschrift für Theologie und Kirche	1963	bekker	3	3
Zeitschrift für Theologie und Kirche	1963	stephanus	10	3
Zeitschrift für Theologie und Kirche	1964	ambiguous	34	8
Zeitschrift für Theologie und Kirche	1964	bekker	10	2
Zeitschrift für Theologie und Kirche	1964	stephanus	6	2
Zeitschrift für Theologie und Kirche	1965	ambiguous	70	8
Zeitschrift für Theologie und Kirche	1965	bekker	2	2
Zeitschrift für Theologie und Kirche	1965	stephanus	13	3
Zeitschrift für Theologie und Kirche	1966	ambiguous	39	9
Zeitschrift für Theologie und Kirche	1966	bekker	2	1
Zeitschrift für Theologie und Kirche	1966	stephanus	4	4
Zeitschrift für Theologie und Kirche	1967	ambiguous	36	6
Zeitschrift für Theologie und Kirche	1967	bekker	4	3
Zeitschrift für Theologie und Kirche	1967	homer	1	1
Zeitschrift für Theologie und Kirche	1968	ambiguous	26	4
Zeitschrift für Theologie und Kirche	1968	bekker	3	2
Zeitschrift für Theologie und Kirche	1968	stephanus	3	3
Zeitschrift für Theologie und Kirche	1969	ambiguous	36	9
Zeitschrift für Theologie und Kirche	1969	bekker	6	4
Zeitschrift für Theologie und Kirche	1970	ambiguous	16	10
Zeitschrift für Theologie und Kirche	1970	bekker	2	2
Zeitschrift für Theologie und Kirche	1970	stephanus	4	2
Zeitschrift für Theologie und Kirche	1971	ambiguous	37	5
Zeitschrift für Theologie und Kirche	1971	bekker	4	4
Zeitschrift für Theologie und Kirche	1971	stephanus	3	1
Zeitschrift für Theologie und Kirche	1972	ambiguous	86	11
Zeitschrift für Theologie und Kirche	1972	bekker	6	4
Zeitschrift für Theologie und Kirche	1972	homer	1	1
Zeitschrift für Theologie und Kirche	1972	stephanus	7	4
Zeitschrift für Theologie und Kirche	1973	ambiguous	45	8
Zeitschrift für Theologie und Kirche	1973	stephanus	9	2
Zeitschrift für Theologie und Kirche	1974	ambiguous	80	9
Zeitschrift für Theologie und Kirche	1974	bekker	2	2
Zeitschrift für Theologie und Kirche	1974	stephanus	6	5
Zeitschrift für Theologie und Kirche	1975	ambiguous	23	4
Zeitschrift für Theologie und Kirche	1975	bekker	6	1
Zeitschrift für Theologie und Kirche	1975	stephanus	5	3
Zeitschrift für Theologie und Kirche	1976	ambiguous	46	8
Zeitschrift für Theologie und Kirche	1976	bekker	3	3
Zeitschrift für Theologie und Kirche	1976	homer	1	1
Zeitschrift für Theologie und Kirche	1976	stephanus	3	2
Zeitschrift für Theologie und Kirche	1977	ambiguous	69	12
Zeitschrift für Theologie und Kirche	1977	bekker	3	2
Zeitschrift für Theologie und Kirche	1977	stephanus	4	3
Zeitschrift für Theologie und Kirche	1978	ambiguous	59	6
Zeitschrift für Theologie und Kirche	1978	bekker	2	1
Zeitschrift für Theologie und Kirche	1978	homer	2	1
Zeitschrift für Theologie und Kirche	1978	stephanus	6	4
Zeitschrift für Theologie und Kirche	1979	ambiguous	14	4
Zeitschrift für Theologie und Kirche	1979	bekker	1	1
Zeitschrift für Theologie und Kirche	1979	stephanus	3	3
Zeitschrift für Theologie und Kirche	1980	ambiguous	9	4
Zeitschrift für Theologie und Kirche	1980	homer	1	1
Zeitschrift für Theologie und Kirche	1980	stephanus	2	2
Zeitschrift für Theologie und Kirche	1981	ambiguous	39	6
Zeitschrift für Theologie und Kirche	1981	bekker	1	1
Zeitschrift für Theologie und Kirche	1981	stephanus	4	3
Zeitschrift für Theologie und Kirche	1982	ambiguous	118	9
Zeitschrift für Theologie und Kirche	1982	stephanus	4	4
Zeitschrift für Theologie und Kirche	1983	ambiguous	4	4
Zeitschrift für Theologie und Kirche	1983	stephanus	1	1
Zeitschrift für Theologie und Kirche	1984	ambiguous	42	5
Zeitschrift für Theologie und Kirche	1984	stephanus	12	3
Zeitschrift für Theologie und Kirche	1985	ambiguous	16	4
Zeitschrift für Theologie und Kirche	1985	stephanus	2	2
Zeitschrift für Theologie und Kirche	1986	ambiguous	103	11
Zeitschrift für Theologie und Kirche	1986	bekker	18	1
Zeitschrift für Theologie und Kirche	1986	stephanus	24	6
Zeitschrift für Theologie und Kirche	1987	ambiguous	193	10
Zeitschrift für Theologie und Kirche	1987	bekker	8	2
Zeitschrift für Theologie und Kirche	1987	stephanus	22	7
Zeitschrift für Theologie und Kirche	1988	ambiguous	192	7
Zeitschrift für Theologie und Kirche	1988	bekker	1	1
Zeitschrift für Theologie und Kirche	1988	nt	3	1
Zeitschrift für Theologie und Kirche	1988	stephanus	28	4
Zeitschrift für Theologie und Kirche	1989	ambiguous	100	9
Zeitschrift für Theologie und Kirche	1989	bekker	12	2
Zeitschrift für Theologie und Kirche	1989	homer	1	1
Zeitschrift für Theologie und Kirche	1989	nt	1	1
Zeitschrift für Theologie und Kirche	1989	stephanus	66	3
Zeitschrift für Theologie und Kirche	1990	ambiguous	101	10
Zeitschrift für Theologie und Kirche	1990	bekker	4	3
Zeitschrift für Theologie und Kirche	1990	stephanus	3	2
Zeitschrift für Theologie und Kirche	1991	ambiguous	24	8
Zeitschrift für Theologie und Kirche	1991	bekker	1	1
Zeitschrift für Theologie und Kirche	1991	stephanus	6	3
Zeitschrift für Theologie und Kirche	1992	ambiguous	83	11
Zeitschrift für Theologie und Kirche	1992	homer	1	1
Zeitschrift für Theologie und Kirche	1992	stephanus	9	5
Zeitschrift für Theologie und Kirche	1993	ambiguous	56	7
Zeitschrift für Theologie und Kirche	1993	stephanus	2	1
Zeitschrift für Theologie und Kirche	1994	ambiguous	55	9
Zeitschrift für Theologie und Kirche	1994	bekker	1	1
Zeitschrift für Theologie und Kirche	1994	stephanus	10	4
Zeitschrift für Theologie und Kirche	1995	ambiguous	183	12
Zeitschrift für Theologie und Kirche	1995	bekker	12	4
Zeitschrift für Theologie und Kirche	1995	stephanus	9	4
Zeitschrift für Theologie und Kirche	1996	ambiguous	67	9
Zeitschrift für Theologie und Kirche	1996	nt	1	1
Zeitschrift für Theologie und Kirche	1996	stephanus	11	4
Zeitschrift für Theologie und Kirche	1997	ambiguous	77	8
Zeitschrift für Theologie und Kirche	1997	bekker	3	2
Zeitschrift für Theologie und Kirche	1997	stephanus	8	5
Zeitschrift für Theologie und Kirche	1998	ambiguous	69	13
Zeitschrift für Theologie und Kirche	1998	bekker	1	1
Zeitschrift für Theologie und Kirche	1998	homer	1	1
Zeitschrift für Theologie und Kirche	1998	nt	1	1
Zeitschrift für Theologie und Kirche	1998	stephanus	11	6
Zeitschrift für Theologie und Kirche	1999	ambiguous	33	10
Zeitschrift für Theologie und Kirche	1999	bekker	2	2
Zeitschrift für Theologie und Kirche	1999	stephanus	5	3
Zeitschrift für Theologie und Kirche	2000	ambiguous	97	11
Zeitschrift für Theologie und Kirche	2000	bekker	9	3
Zeitschrift für Theologie und Kirche	2000	nt	4	4
Zeitschrift für Theologie und Kirche	2000	stephanus	13	3
Zeitschrift für Theologie und Kirche	2001	ambiguous	50	8
Zeitschrift für Theologie und Kirche	2001	bekker	1	1
Zeitschrift für Theologie und Kirche	2001	stephanus	6	4
Zeitschrift für Theologie und Kirche	2002	ambiguous	91	12
Zeitschrift für Theologie und Kirche	2002	nt	3	3
Zeitschrift für Theologie und Kirche	2002	stephanus	7	5
Zeitschrift für Theologie und Kirche	2003	ambiguous	61	10
Zeitschrift für Theologie und Kirche	2003	stephanus	5	1
Zeitschrift für Theologie und Kirche	2004	ambiguous	119	8
Zeitschrift für Theologie und Kirche	2004	bekker	4	2
Zeitschrift für Theologie und Kirche	2004	stephanus	7	3
Zeitschrift für Theologie und Kirche	2005	ambiguous	102	11
Zeitschrift für Theologie und Kirche	2005	bekker	2	2
Zeitschrift für Theologie und Kirche	2005	nt	1	1
Zeitschrift für Theologie und Kirche	2005	stephanus	20	6
Zeitschrift für Theologie und Kirche	2006	ambiguous	82	9
Zeitschrift für Theologie und Kirche	2006	bekker	5	1
Zeitschrift für Theologie und Kirche	2006	nt	2	1
Zeitschrift für Theologie und Kirche	2006	stephanus	8	6
Zeitschrift für Theologie und Kirche	2007	ambiguous	78	7
Zeitschrift für Theologie und Kirche	2007	bekker	9	1
Zeitschrift für Theologie und Kirche	2007	nt	1	1
Zeitschrift für Theologie und Kirche	2007	stephanus	15	3
Zeitschrift für Theologie und Kirche	2008	ambiguous	108	10
Zeitschrift für Theologie und Kirche	2008	bekker	4	3
Zeitschrift für Theologie und Kirche	2008	stephanus	9	2
Zeitschrift für Theologie und Kirche	2009	ambiguous	57	8
